,name,main_category,sub_category,image,link,ratings,no_of_ratings
461,Voltas 24HY Hot and Cold Split AC (2 Ton 1 Star Rating White Copper),appliances,Air Conditioners,https://m.media-amazon.com/images/I/31VGwFnbJ-L._AC_UL320_.jpg,https://www.amazon.com/Voltas-24HY-Split-Rating-Copper/dp/B00LWREWGI/ref=sr_1_465?qid=1679134262&s=kitchen&sr=1-465,3.2,5
462,"Voltas 1 Ton 3 Star, Inverter Split AC",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21XDAQlo1jL._AC_UL320_.jpg,https://www.amazon.com/Ton-Star-Inverter-Split-AC/dp/B0BYNDLL5K/ref=sr_1_466?qid=1679134262&s=kitchen&sr=1-466,,
463,"Samsung WindFree Inverter Split AC AR18CY5AQWK, 5.00kW (1.5T) 5 Star",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31rSWv1pMsL._AC_UL320_.jpg,https://www.amazon.com/Samsung-WindFree-Inverter-AC-AR18CY5AQWK/dp/B0BYF5VZLB/ref=sr_1_467?qid=1679134262&s=kitchen&sr=1-467,,
464,Carrier 1.5 Ton 3 Star Split Inverter AC (18K EMPERIA LXi),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51TPj0oO2eL._AC_UL320_.jpg,https://www.amazon.com/Carrier-Inverter-18K-EMPERIA-LXi/dp/B0BYDD5B87/ref=sr_1_468?qid=1679134262&s=kitchen&sr=1-468,,
465,"Voltas Adjustable Inverter AC, 1.5 Ton, 5 Star- 185V Vectra Elegant",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31w3DDqvFhL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Adjustable-Inverter-185V-Elegant/dp/B0BYDBDBCC/ref=sr_1_469?qid=1679134262&s=kitchen&sr=1-469,,
466,"VESTAR 1.5Ton 3 Star Split AC (Copper Coil with Hidden Display Eco/Power Saving Mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31hGIazroQL._AC_UL320_.jpg,https://www.amazon.com/VESTAR-1-5Ton-Copper-Hidden-Display/dp/B0BY53SCBK/ref=sr_1_470?qid=1679134262&s=kitchen&sr=1-470,,
467,"VESTAR 1.5Ton 3 Star Split AC (100% Copper Coil with Hidden Display Eco/Power Saving Mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Y7z55rMSL._AC_UL320_.jpg,https://www.amazon.com/VESTAR-1-5Ton-Copper-Hidden-Display/dp/B0BY4Y47HR/ref=sr_1_471?qid=1679134262&s=kitchen&sr=1-471,,
468,"VESTAR 1.0Ton 3 Star Split AC (100% Copper Coil with Hidden Display Eco/Power Saving Mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31YlEAyGUmL._AC_UL320_.jpg,https://www.amazon.com/VESTAR-1-0Ton-Copper-Hidden-Display/dp/B0BY4Y47HH/ref=sr_1_475?qid=1679134262&s=kitchen&sr=1-475,,
469,"Panasonic 1.0 Ton Inverter 3 Star Copper 2023 Model, (Copper, 7 in 1 Convertible with additional AI Mode, 2 Way Swing, CS/...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/11n3pXX7eWL._AC_UL320_.jpg,https://www.amazon.com/Panasonic-Convertible-additional-CS-CU-KU12ZKY-1/dp/B0BXPWYXQ3/ref=sr_1_476?qid=1679134262&s=kitchen&sr=1-476,,
470,"VESTAR 1.Ton 3 Star Split AC (100% Copper Coil with Hidden Display Eco/Power Saving Mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31+0QnIX1NL._AC_UL320_.jpg,https://www.amazon.com/VESTAR-Copper-Hidden-Display-Saving/dp/B0BXLLDJC4/ref=sr_1_477?qid=1679134262&s=kitchen&sr=1-477,,
471,"VESTAR 1.0Ton 3 Star Split AC (100% Copper Coil with Hidden Display Eco/Power Saving Mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41qkJcM8S3L._AC_UL320_.jpg,https://www.amazon.com/VESTAR-1-0Ton-Copper-Hidden-Display/dp/B0BXLKD9KM/ref=sr_1_478?qid=1679134262&s=kitchen&sr=1-478,,
472,"VESTAR 1.5Ton 3 Star Window AC (Auto Restart Turbo Cooling Eco/Power saving mode, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51nBx6BkI9L._AC_UL320_.jpg,https://www.amazon.com/VESTAR-1-5Ton-Window-Restart-Cooling/dp/B0BXLHYNPB/ref=sr_1_479?qid=1679134262&s=kitchen&sr=1-479,,
473,Master Electronic provides Window AC 3-Star 1.5 ton FRWL50 Series.,appliances,Air Conditioners,https://m.media-amazon.com/images/I/41B0LWORArL._AC_UL320_.jpg,https://www.amazon.com/Master-Electronic-provides-Window-FRWL50/dp/B0BXL3KCXZ/ref=sr_1_480?qid=1679134262&s=kitchen&sr=1-480,Get,Only 1 left in stock.
474,"Master Electronic provides 1.5 Ton 3 Star Dust Filter Window AC (Copper, 2020 FRWL50TV162, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61yVE5P7FUL._AC_UL320_.jpg,https://www.amazon.com/Master-Electronic-provides-Filter-FRWL50TV162/dp/B0BXL11KBQ/ref=sr_1_481?qid=1679134262&s=kitchen&sr=1-481,Get,Only 1 left in stock.
475,Master Electronics Provides 1 Ton 3 Star Inverter Split AC (Pack of 1),appliances,Air Conditioners,https://m.media-amazon.com/images/I/11mMBc5fl2L._AC_UL320_.jpg,https://www.amazon.com/Master-Electronics-Provides-Inverter-Split/dp/B0BXKWY69H/ref=sr_1_482?qid=1679134262&s=kitchen&sr=1-482,Get,Only 1 left in stock.
476,AC outdoor stand for 1 ton and 1.5 ton,appliances,Air Conditioners,https://m.media-amazon.com/images/I/21p5Ump4tFL._AC_UL320_.jpg,https://www.amazon.com/AC-outdoor-stand-ton-1-5/dp/B0BXJV5LC1/ref=sr_1_483?qid=1679134262&s=kitchen&sr=1-483,,
477,"Panasonic 2 Ton 4 Star Wi-Fi Twin-Cool Inverter Split Air Conditioner (Copper, 7 In 1 Convertible with additional AI Mode,...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41TCa5KJLaL._AC_UL320_.jpg,https://www.amazon.com/Panasonic-Conditioner-Convertible-Purification-CU-WU24ZKYXF/dp/B0BXJGBS5Q/ref=sr_1_484?qid=1679134262&s=kitchen&sr=1-484,,
478,"Panasonic 1.5 Ton 4 Star Wi-Fi Twin-Cool Inverter Split Air Conditioner (Copper, 7 In 1 Convertible with additional AI Mod...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41TCa5KJLaL._AC_UL320_.jpg,https://www.amazon.com/Panasonic-Conditioner-Convertible-Purification-CU-WU18ZKYXF/dp/B0BXHF2ZGJ/ref=sr_1_485?qid=1679134262&s=kitchen&sr=1-485,,
479,LG PS-Q19ENYE 1.5 Ton 4 Star Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31jhzhzY3eL._AC_UL320_.jpg,https://www.amazon.com/LG-PS-Q19ENYE-Star-Split-AC/dp/B0BX49997W/ref=sr_1_486?qid=1679134262&s=kitchen&sr=1-486,,
480,"Carrier 1.0 Ton 3 Star Window AC (Copper, Estrella Dx, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/711AuJiYo0L._AC_UL320_.jpg,https://www.amazon.com/Carrier-Star-Window-Copper-Estrella/dp/B0BX485SB1/ref=sr_1_484?qid=1679134263&s=kitchen&sr=1-484,,
481,"LG AI+ Convertible 6-in-1, 5 Star(1.5) Split AC with ThinQ (Wi-Fi)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31j8boCPB5L._AC_UL320_.jpg,https://www.amazon.com/LG-Convertible-Split-ThinQ-Wi-Fi/dp/B0BWNRC1WQ/ref=sr_1_485?qid=1679134263&s=kitchen&sr=1-485,,
482,"LG AI Convertible 6-in-1, 5 Star (1.5) Split AC with Anti Virus Protection",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31lZ3PDGCgL._AC_UL320_.jpg,https://www.amazon.com/LG-Convertible-Split-Virus-Protection/dp/B0BWNCXSF6/ref=sr_1_486?qid=1679134263&s=kitchen&sr=1-486,,
483,"1.5 Ton 3 Star Window AC (Copper Condenser, Clean Air Filter, GLW18B3YWSMR)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61DT5539JQL._AC_UL320_.jpg,https://www.amazon.com/Window-Copper-Condenser-Filter-GLW18B3YWSMR/dp/B0BW8ZCSZ8/ref=sr_1_487?qid=1679134263&s=kitchen&sr=1-487,,
484,"Godrej 1.5 Ton 4 Star 5-In-1 Convertible, Inverter Split AC (100% Copper, 4-Way Swing, Anti-Corrosive blue fins, 2023 Mode...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41ZnadN9uNL._AC_UL320_.jpg,https://www.amazon.com/Godrej-Convertible-Anti-Corrosive-1-5T-18PINV4R32-WWP/dp/B0BW8KW958/ref=sr_1_488?qid=1679134263&s=kitchen&sr=1-488,,
485,1.5 Ton 5 Star Split Inverter Air Conditioner (IA518PLU),appliances,Air Conditioners,https://m.media-amazon.com/images/I/31QKKGip3eL._AC_UL320_.jpg,https://www.amazon.com/Star-Split-Inverter-Conditioner-IA518PLU/dp/B0BW5ZT32T/ref=sr_1_489?qid=1679134263&s=kitchen&sr=1-489,,
486,"1.5 Ton 5 Star Inverter Split AC with Dust Filter 4 in 1 Convertible (Copper Condenser, IB518DLU)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/411t25LFG6L._AC_UL320_.jpg,https://www.amazon.com/Inverter-Filter-Convertible-Condenser-IB518DLU/dp/B0BW5Y6Q4N/ref=sr_1_490?qid=1679134263&s=kitchen&sr=1-490,,
487,"Lloyd 2.0 Ton 3 Star Fixed Speed Split AC (2023 Model, GLS24C3XWADS, 100% Copper, Anti-Viral Filter + PM 2.5 Filter, Smart...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Ay6Qb56IL._AC_UL320_.jpg,https://www.amazon.com/Lloyd-GLS24C3XWADS-Copper-Anti-Viral-Filter/dp/B0BVPCL47K/ref=sr_1_491?qid=1679134263&s=kitchen&sr=1-491,,
488,"1.5 Ton 5 Star Inverter Split AC, White",appliances,Air Conditioners,https://m.media-amazon.com/images/I/11au-UO4sBL._AC_UL320_.jpg,https://www.amazon.com/1-5-Star-Inverter-Split-White/dp/B0BVMJSMD1/ref=sr_1_492?qid=1679134263&s=kitchen&sr=1-492,Get,Only 2 left in stock.
489,"1.5 Ton 3 Star Window Ac Dust Filter, Auto Swing Speed, Turbo (copper, Estrella Dx, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41BHF-Bmh+L._AC_UL320_.jpg,https://www.amazon.com/Window-Filter-Swing-copper-Estrella/dp/B0BVBQ6BFR/ref=sr_1_493?qid=1679134263&s=kitchen&sr=1-493,,
490,"1.5 Ton 3 Star Window AC (Copper, 2020 FRWL50UV163B, Creamish white)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31gB71SW+1L._AC_UL320_.jpg,https://www.amazon.com/Window-Copper-FRWL50UV163B-Creamish-white/dp/B0BVBL8VZC/ref=sr_1_494?qid=1679134263&s=kitchen&sr=1-494,,
491,Voltas Window Air Conditioner 123 Vectra Platina(4011486),appliances,Air Conditioners,https://m.media-amazon.com/images/I/81eJzRI-zHL._AC_UL320_.jpg,https://www.amazon.com/Voltas-123-Vectra-Platina-4011486/dp/B0BV1V4ND2/ref=sr_1_495?qid=1679134263&s=kitchen&sr=1-495,,
492,"Godrej 2 Ton 3 Star Inverter Split AC (AC 2T SIC 24ITC3-WWA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31+ITVqHbDL._AC_UL320_.jpg,https://www.amazon.com/Godrej-Inverter-Split-24ITC3-WWA-White/dp/B0BTYYSRFT/ref=sr_1_499?qid=1679134263&s=kitchen&sr=1-499,,
493,White Westinghouse 1.0 ton 3 Star Inverter Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31WY3DaT-aL._AC_UL320_.jpg,https://www.amazon.com/White-Westinghouse-Star-Inverter-Split/dp/B0BTYXVN2B/ref=sr_1_500?qid=1679134263&s=kitchen&sr=1-500,,
494,"Godrej 1.5 Ton 3 Star Inverter Split AC (AC 1.5T SIC 18TTC3-WWA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31+PGS6eFSL._AC_UL320_.jpg,https://www.amazon.com/Godrej-Inverter-Split-18TTC3-WWA-White/dp/B0BTYVYJ21/ref=sr_1_501_mod_primary_new?qid=1679134263&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-501,,
495,"Lloyd 1.5 Ton 3 Star Heavy & Duty Hot & Cold Inverter Split AC (5 in 1 Convertible, Wi-FI Ready, Anti-Viral + PM 2.5 Filte...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51AfCCpHb0L._AC_UL320_.jpg,https://www.amazon.com/Lloyd-Inverter-Convertible-Anti-Viral-Model-GLS18H3FWRHD/dp/B0BTXLBSSN/ref=sr_1_502?qid=1679134263&s=kitchen&sr=1-502,,
496,"Lloyd 1.5 Ton 3 Star Fixed Speed Split Air Conditioner With PM 2.5 Air Filter & Smart 4-way Swing (Copper, 2023 model - GL...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51-tFv4+MjL._AC_UL320_.jpg,https://www.amazon.com/Lloyd-Fixed-Conditioner-Filter-Copper/dp/B0BTX8BGBQ/ref=sr_1_503?qid=1679134263&s=kitchen&sr=1-503,,
497,SPLIT AC - 1.5TR CLASS HITACHI YOSHI 5400FXL FROST WASH INVERTER - R32 - RAS.G518PCAISF,appliances,Air Conditioners,https://m.media-amazon.com/images/I/510xASFjJgL._AC_UL320_.jpg,https://www.amazon.com/SPLIT-AC-HITACHI-INVERTER-RAS-G518PCAISF/dp/B0BTVRSY5L/ref=sr_1_504?qid=1679134263&s=kitchen&sr=1-504,,
498,WINDOW AC - 1.5TR HITACHI NEW KAZE PLUS 3-STAR - R32 RAW318HFDOF,appliances,Air Conditioners,https://m.media-amazon.com/images/I/71BS6CZn1nS._AC_UL320_.jpg,https://www.amazon.com/WINDOW-AC-HITACHI-3-STAR-RAW318HFDOF/dp/B0BTPDVPNV/ref=sr_1_505?qid=1679134263&s=kitchen&sr=1-505,,
499,SUHANA snow falls Best 5 Star 1.5 Ton Air Conditioner AC (White and Gold) Model SU185SF0123R22,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31QQZehTYcL._AC_UL320_.jpg,https://www.amazon.com/SUHANA-snow-falls-Conditioner-SU185SF0123R22/dp/B0BTP8MLYS/ref=sr_1_506?qid=1679134263&s=kitchen&sr=1-506,Get,Only 1 left in stock.
500,"Godrej 1 Ton 3 Star Inverter Split AC (Copper, 2022 model, 5-in-1 convertible, Nano-Coated anti-viral filter AC 1T SIC 12T...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/519hWf6qX8L._AC_UL320_.jpg,https://www.amazon.com/Godrej-convertible-Nano-Coated-SIC-12TTC3-WWA/dp/B0BT9WXSC1/ref=sr_1_507_mod_primary_new?qid=1679134263&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-507,,
501,White Westinghouse 1.5 ton 3 Star fix Speed Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31yZerhXk3L._AC_UL320_.jpg,https://www.amazon.com/White-Westinghouse-Star-Speed-Split/dp/B0BT99Y64R/ref=sr_1_508?qid=1679134263&s=kitchen&sr=1-508,,
502,White Westinghouse 1.5 ton 3 Star fix Speed Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31S1D2ssp-L._AC_UL320_.jpg,https://www.amazon.com/White-Westinghouse-Star-Speed-Split/dp/B0BT999LXB/ref=sr_1_509?qid=1679134263&s=kitchen&sr=1-509,,
503,White Westinghouse 1.5 ton 3 Star fix Speed Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31iotCnhCOL._AC_UL320_.jpg,https://www.amazon.com/White-Westinghouse-Star-Speed-Split/dp/B0BT991FSF/ref=sr_1_510?qid=1679134263&s=kitchen&sr=1-510,,
504,White Westinghouse 1.5 ton 4 Star Inverter Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/312kRWVI1DL._AC_UL320_.jpg,https://www.amazon.com/White-Westinghouse-Star-Inverter-Split/dp/B0BT98Z62G/ref=sr_1_508?qid=1679134265&s=kitchen&sr=1-508,,
505,DotOne - 15H.1-3S01- BEE 3 Star Rating 1.5 TON Inverter HOT & COOL Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51v5Yi0ctkL._AC_UL320_.jpg,https://www.amazon.com/DotOne-15H-1-3S01-Rating-Inverter-Conditioner/dp/B0BSQWXKH4/ref=sr_1_509?qid=1679134265&s=kitchen&sr=1-509,,
506,DotOne -15F.1-1S01- BEE 1 Star Rating 1.5 TON Fixed Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51v5Yi0ctkL._AC_UL320_.jpg,https://www.amazon.com/DotOne-15F-1-1S01-Rating-Fixed-Conditioner/dp/B0BSQD2KB5/ref=sr_1_510?qid=1679134265&s=kitchen&sr=1-510,,
507,DotOne -10H.1-3S01- BEE 3 Star Rating 1 TON Inverter HOT & COOL Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51v5Yi0ctkL._AC_UL320_.jpg,https://www.amazon.com/DotOne-10H-1-3S01-Rating-Inverter-Conditioner/dp/B0BSNLPWC1/ref=sr_1_511?qid=1679134265&s=kitchen&sr=1-511,,
508,DotOne -10V.1-3S01- BEE 3 Star Rating 1 TON Inverter. Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51v5Yi0ctkL._AC_UL320_.jpg,https://www.amazon.com/DotOne-10V-1-3S01-Rating-Inverter-Conditioner/dp/B0BSNDSTPD/ref=sr_1_512?qid=1679134265&s=kitchen&sr=1-512,,
509,DotOne -10F.1-3S01- BEE 3 Star Rating 1 TON Fixed Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51v5Yi0ctkL._AC_UL320_.jpg,https://www.amazon.com/DotOne-10F-1-3S01-Rating-Fixed-Conditioner/dp/B0BSMKXKYR/ref=sr_1_513?qid=1679134265&s=kitchen&sr=1-513,,
510,"Samsung 1.5 Ton 5 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-Bacterial Filter, 2022 Model AR18C...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516cygDhNoL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Inverter-Convertible-Anti-Bacterial-AR18CY5ZAGD/dp/B0BSGTZ2YX/ref=sr_1_514?qid=1679134265&s=kitchen&sr=1-514,,
511,"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus(Ant...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81SdBFF-guL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Technology-Convertible-Anti-bacterial-AR12CY3AQWK/dp/B0BSGTW57Q/ref=sr_1_515?qid=1679134265&s=kitchen&sr=1-515,,
512,"Samsung 1.5 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81FtF39yedL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Technology-Convertible-Anti-bacterial-AR18CY3APWK/dp/B0BSGTFQWM/ref=sr_1_516?qid=1679134265&s=kitchen&sr=1-516,,
513,"Samsung 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2022 Model AR18C...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51fH6+o8qdL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Inverter-Convertible-Anti-bacterial-AR18CY3ZAGD/dp/B0BSGT2565/ref=sr_1_517_mod_primary_new?qid=1679134265&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-517,,
514,"Samsung 1.5 Ton 3 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91FHVEZTO2L._AC_UL320_.jpg,https://www.amazon.com/Samsung-Technology-Convertible-Anti-bacterial-AR18CY3AAGB/dp/B0BSGSSMGM/ref=sr_1_518?qid=1679134265&s=kitchen&sr=1-518,,
515,"Samsung 1 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2022 Model AR12CY3...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61inizjBuTL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Inverter-Convertible-Anti-bacterial-AR12CY3ZAGD/dp/B0BSGSR6T9/ref=sr_1_519_mod_primary_new?qid=1679134265&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-519,,
516,"Samsung 1.5 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81NF7oDetNL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Technology-Convertible-Anti-bacterial-AR18CY3AQWK/dp/B0BSGSPWMS/ref=sr_1_523?qid=1679134265&s=kitchen&sr=1-523,,
517,"Haier 2.0 Ton 3 Star Heavy Duty Inverter Split AC(Frost Self Clean, Triple Inverter+ Technology,2023 Model, HSU24E-TXS3BE-...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Agdbikz9L._AC_UL320_.jpg,https://www.amazon.com/Haier-Inverter-Triple-Technology-HSU24E-TXS3BE-INV/dp/B0BSFQGLNV/ref=sr_1_524?qid=1679134265&s=kitchen&sr=1-524,,
518,"Haier 1.0 Ton 3 Star Intelli smart Inverter AC(Intelli Convertible 7-in-1, Triple Inverter+ Technology, 2023, HSU13K-PYFR3...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/518brnf3ScL._AC_UL320_.jpg,https://www.amazon.com/Haier-Inverter-Convertible-Technology-HSU13K-PYFR3BE1-INV/dp/B0BSFPXWFM/ref=sr_1_525?qid=1679134265&s=kitchen&sr=1-525,,
519,Vukar Automatic Over/Under Voltage (Adjustable Setting) Protection with Auto Re-connect LED Display Standard Wall Mounted ...,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51yRecgc7oL._AC_UL320_.jpg,https://www.amazon.com/Automatic-Adjustable-Protection-Re-connect-conditioner/dp/B0BS74BQ3R/ref=sr_1_526?qid=1679134265&s=kitchen&sr=1-526,,
520,"Hisense 1.0 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, 5 in 1 Convertible, 2023 Model, ATC353HIB White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31etLK8mpTL._AC_UL320_.jpg,https://www.amazon.com/Hisense-Inverter-Copper-Convertible-ATC353HIB/dp/B0BRSRPB7N/ref=sr_1_527?qid=1679134265&s=kitchen&sr=1-527,,
521,SUHANA Snow Falls 1.5 Ton 5 Star Non Inverter Split Air Conditioner AC with Energy Saver Technology (Model 2022-23 SU185SF...,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31QQZehTYcL._AC_UL320_.jpg,https://www.amazon.com/SUHANA-Snow-Conditioner-2022-23-SU185SF0123/dp/B0BRNHMY8X/ref=sr_1_528?qid=1679134265&s=kitchen&sr=1-528,,
522,SUHANA Snow Falls 1.0 Ton 5 Star Non Inverter Split Air Conditioner AC with Energy Saver Technology (Model 2022-23 SU12JSF...,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31uroDq2f0L._AC_UL320_.jpg,https://www.amazon.com/SUHANA-Snow-Conditioner-2022-23-SU12JSF0123R22/dp/B0BRNDNF2D/ref=sr_1_529?qid=1679134265&s=kitchen&sr=1-529,5,1
523,"Havells-Lloyd 1.5 Ton 3 Star Inverter Split AC (5 in 1 Convertible, 100% Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, W...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31IXlxIPsOL._AC_UL320_.jpg,https://www.amazon.com/Havells-Lloyd-Inverter-Convertible-Anti-Viral-GLS18I3FWAEV/dp/B0BRKYC3S5/ref=sr_1_530?qid=1679134265&s=kitchen&sr=1-530,,
524,"Cruise 1 Ton 3 Star Non Inverter AC(Copper,PM 2.5 Filter,Auto Blow-n-Clean, Express Cool 50°C,CWDBG-EQ3G123,2022 Model)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41xwjCfVz1L._AC_UL320_.jpg,https://www.amazon.com/Cruise-Inverter-Blow-n-Clean-Express-CWDBG-EQ3G123/dp/B0BRJQM614/ref=sr_1_531?qid=1679134265&s=kitchen&sr=1-531,,
525,"Blue Star 1.5 Ton 2 Star Fixed Speed Split AC (Copper, Anti Corrosive Gold Fins, Dry Mode, Eco Mode, Hidden Display, Self ...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51vil7WHiOL._AC_UL320_.jpg,https://www.amazon.com/Blue-Star-Corrosive-Stabiliser-FA218YNU/dp/B0BQVPKT74/ref=sr_1_532?qid=1679134265&s=kitchen&sr=1-532,4.2,581
526,"Blue Star 1 Ton 2 Star Fixed Speed Split AC (Copper, Anti Corrosive Gold Fins, Dry Mode, Eco Mode, Hidden Display, Self Di...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51saKJ2crVL._AC_UL320_.jpg,https://www.amazon.com/Blue-Star-Corrosive-Stabiliser-FA212YNU/dp/B0BQRNL6CW/ref=sr_1_533?qid=1679134265&s=kitchen&sr=1-533,4,398
527,Kwality Air Conditioners Generic AC AIR Conditioner Colour : White LINE Size : 1.5 TON,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21CcYE0K-CL._AC_UL320_.jpg,https://www.amazon.com/Kwality-Conditioners-Generic-Conditioner-Colour/dp/B0BQR9DL2W/ref=sr_1_534?qid=1679134265&s=kitchen&sr=1-534,,
528,Kwality Air Conditioners Generic Voltas 1.5 Ton 3 Star Inverter Split AC (Copper 183V CZT/183 VCZT2 White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21ykvBW0beL._AC_UL320_.jpg,https://www.amazon.com/Kwality-Conditioners-Generic-Voltas-Inverter/dp/B0BQR8T9V1/ref=sr_1_532?qid=1679134266&s=kitchen&sr=1-532,,
