,name,main_category,sub_category,image,link,ratings,no_of_ratings
13358,Reebok Men's Workout Plus Cross Trainer,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/515ceC2U1YL._AC_UL320_.jpg,https://www.amazon.com/Reebok-Workout-Trainer-Carbon-Classic/dp/B072M6WF78/ref=sr_1_13507?qid=1679149110&s=shoes&sr=1-13507,4.4,"6,919"
12363,Stanfield SF Fusion Men's Lace-up Shoe Blue/Grey,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/41bsYA59q0L._AC_UL320_.jpg,https://www.amazon.com/Stanfield-Fusion-Mens-Lace-up-Shoe/dp/B08RD929VQ/ref=sr_1_12468?qid=1679149070&s=shoes&sr=1-12468,3.2,5
990,ZEXREL 3D Manual Roller Face Body Massager With And Anti Aging 100% Natural Jade Stone Roller Msagger With Gua Sha Tools f...,beauty & health,Health & Personal Care,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41c5wf4xzML._AC_UL320_.jpg,https://www.amazon.com/ZEXREL-3D-Roller-Massager-Stone/dp/B0BKH7MBQ2/ref=sr_1_8671?qid=1679215509&s=hpc&sr=1-8671,4.3,36
19016,Lakhnavi Fabrics Women's Regular Fit Cotton Blend Casual Trousers,women's clothing,Clothing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61VE+ibEoGS._AC_UL320_.jpg,https://www.amazon.com/Lakhnavi-Fabrics-Embroidered-Handcrafted-Stretchable/dp/B097MLXBQ9/ref=sr_1_19069?qid=1679153430&s=apparel&sr=1-19069,3.7,52
1065,Rajnandini Women Crepe Un-Stitched Salwar Suit Material (JOPLLT7033-P_Free Size) (Sky Blue),women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/81LZoQiASIL._AC_UL320_.jpg,https://www.amazon.com/Rajnandini-Womens-Crepe-Salwar-Material/dp/B084LF1FRN/ref=sr_1_1070?qid=1679154173&s=apparel&sr=1-1070,3.4,575
4986,The Fashion Prime Girl's Satin Semi stitched Lehenga Choli (IT_A01_rOSE_Grey_Free Size),women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/71bPlB3wMiL._AC_UL320_.jpg,https://www.amazon.com/Fashion-Prime-stitched-Lehenga-IT_A01_rOSE_Grey_Free/dp/B08X3RV9F1/ref=sr_1_5043?qid=1679154311&s=apparel&sr=1-5043,1.3,3
9370,"Polaroid Originals Box Camera Bag, Black (6056)","tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/I/81AZBygJUsL._AC_UL320_.jpg,https://www.amazon.com/Polaroid-Originals-Box-Camera-Black/dp/B08DDF64Z4/ref=sr_1_9374?qid=1679133083&s=electronics&sr=1-9374,4.7,837
9491,SONATA GOLD Camera Power Bank Hidden Full HD 1080P Charger Camera 5000mAh Portable H2 Power Bank Hidden Camera Audio Video...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/I/41eBae+3dTL._AC_UL320_.jpg,https://www.amazon.com/SONATA-GOLD-Portable-Recorder-Security/dp/B0BLC23XFK/ref=sr_1_9519?qid=1679132548&s=electronics&sr=1-9519,,
481,Sun Fashion And Lifestyle woven dress material for women (Jacquard 1; Free Size),women's clothing,Clothing,https://m.media-amazon.com/images/I/81CzkgB1brL._AC_UL320_.jpg,https://www.amazon.com/Sun-Fashion-Lifestyle-Jacquard-Unstitched/dp/B09GVX4XGM/ref=sr_1_486?qid=1679152758&s=apparel&sr=1-486,3.5,493
9121,Shri Kalaivani Costumes Kemp Light Weight Jhumka Traditional Jhumki Earrings for Women and Girls (Design-6),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/I/81TfOCzeVmS._AC_UL320_.jpg,https://www.amazon.com/Shri-Kalaivani-Costumes-Traditional-Earrings/dp/B098LSD6BD/ref=sr_1_9126?qid=1679160256&s=jewelry&sr=1-9126,2.9,5
266,"Inalsa Chopper Bullet Inox - 450 Watts with Variable Speed and Pure Copper Motor, Dual Layered Blade, 900ml Capacity (Blac...",appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/5121nS8-k7L._AC_UL320_.jpg,https://www.amazon.com/Chopper-Bullet-Inox-450W-Variable-Capacity/dp/B088X13S1L/ref=sr_1_270?qid=1679134481&s=kitchen&sr=1-270,4.4,"6,255"
8389,Puffin Humidifier and Air Purifier Cool Mist with Blue LED Light,appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/I/41oYLPMk7pL._AC_UL320_.jpg,https://www.amazon.com/Puffin-Humidifier-Purifier-Cool-Light/dp/B0789LT6VQ/ref=sr_1_8396?qid=1679135515&s=kitchen&sr=1-8396,4.1,4
4786,26.4CM Diameter Washing Machine Dryer Spin Cap Suitable for Samsung Washing Machine Spin Cap/Spinner Safety Cover for 7.5k...,appliances,All Appliances,https://m.media-amazon.com/images/I/610hQiWTE9L._AC_UL320_.jpg,https://www.amazon.com/Diameter-Washing-Suitable-Automatic-Machines/dp/B0B7BDDY62/ref=sr_1_4787?qid=1679135864&s=appliances&sr=1-4787,3.6,16
18870,PDENT Women's Solid Cotton Dupatta (Dupatta_Multicolour_Free Size),women's clothing,Ethnic Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41-Jaf8RWDL._AC_UL320_.jpg,https://www.amazon.com/PDENT-Womens-Cotton-Dupatta-Dupatta_Multicolour_Free/dp/B09XVKTK2F/ref=sr_1_19019?qid=1679154823&s=apparel&sr=1-19019,4,1
2462,Zeffcon - DC Power Pigtail Male Cables with 2.1mm Connectors Barrel Jack for Home Surveillance Camera and Party Strip ligh...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41064JO4BeL._AC_UL320_.jpg,https://www.amazon.com/Zeffcon-Pigtail-Connectors-Surveillance-lighting/dp/B07C9D44P3/ref=sr_1_2469?qid=1679132111&s=electronics&sr=1-2469,3.8,123
8472,"Luminous Vento Deluxe 200 mm Exhaust Fans for Home, Office, Kitchen and Bathroom (Set of 2, Cut Out Size - Sq. 242X242mm, ...",appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/I/41vStwOqjIL._AC_UL320_.jpg,https://www.amazon.com/Luminous-Exhaust-Kitchen-Bathroom-Cut-Out-Size/dp/B08K9VD1C1/ref=sr_1_8476?qid=1679135521&s=kitchen&sr=1-8476,3.5,2
10108,FOOTBOX Sharp Casual Men's PU Leather with Suede Material Loafer & Mocassins Shoe with Tassel,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71YBGveXdIL._AC_UL320_.jpg,https://www.amazon.com/FOOTBOX-Leather-Material-Mocassins-Size-10/dp/B0BFLPB7PP/ref=sr_1_10213?qid=1679148986&s=shoes&sr=1-10213,,
11680,THE BLAZZE Women's Gym Vest Tank Top Camisole Women Spaghetti Racerback Crop Top Active Wear Yoga Workout Top,women's clothing,Clothing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61QjRuodQeL._AC_UL320_.jpg,https://www.amazon.com/Blazze-Camisole-Spaghetti-Racerback-Workout/dp/B07NNTLYWT/ref=sr_1_11689?qid=1679153162&s=apparel&sr=1-11689,3.3,29
3410,"Lightning to 3.5 mm Headphone Jack Adapter, [Apple MFi Certified] Phone 3.5mm Headphones/Earphones Jack Aux Audio Dongle A...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21CAdFf6xwL._AC_UL320_.jpg,https://www.amazon.com/Lightning-Headphone-Certified-Headphones-Compatible/dp/B0BWJYBFBG/ref=sr_1_3414?qid=1679133867&s=electronics&sr=1-3414,3,4
297,ZOUK Women's Handmade Vegan Leather and Jute Purse with Indian Abstract Amaze Print for Mobile Phones (Multicolor),bags & luggage,Wallets,https://m.media-amazon.com/images/I/71aMbKAy6mL._AC_UL320_.jpg,https://www.amazon.com/ZOUK-Jute-Wallets-Women-Handmade/dp/B07C9F9H5X/ref=sr_1_1882?qid=1679219278&s=luggage&sr=1-1882,4,21
29,"Labnox® pH Drop for pH Testing and Alkaline level, with orp Anti-oxidant Drop test for Alkaline for pH Water Testing with ...",industrial supplies,"Test, Measure & Inspect",https://m.media-amazon.com/images/I/61kOx2cbLYL._AC_UL320_.jpg,https://www.amazon.com/Labnox%C2%AE-Testing-Alkaline-level-Anti-oxidant/dp/B0BLS9XQH3/ref=sr_1_198?qid=1679222950&s=industrial&sr=1-198,,
5839,Earphones for Realme GT Master Edition Earphone Original Like Wired In-Ear Headphones Stereo Deep Bass Head Hands-free Hea...,"tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/I/61aPYUCbxfL._AC_UL320_.jpg,https://www.amazon.com/Realme-GT-Master-Headphones-Hands-free/dp/B0BC9NZSC5/ref=sr_1_5843?qid=1679132886&s=electronics&sr=1-5843,,
4009,Star Breeze Women Hipster Multicolor Soft Cotton Panty,women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/51rl1agjb+L._AC_UL320_.jpg,https://www.amazon.com/Star-Breeze-Hipster-Cotton-Orange/dp/B0B9YFKZ1Y/ref=sr_1_4018?qid=1679154981&s=apparel&sr=1-4018,5,5
5418,OJXTZF Spy Camera USB Wall Charger with Motion Detection Spy Camera Home Covert Surveillance Camera Mini USB Camera Monito...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/I/51dzrY9cdmL._AC_UL320_.jpg,https://www.amazon.com/OJXTZF-Charger-Detection-Surveillance-Employees/dp/B08RZ47YSR/ref=sr_1_5425?qid=1679132302&s=electronics&sr=1-5425,,
518,"Casa Rica LAST SUPPER OF JESUS CHRIST Photo Frame Painting Wall Hanging Home Decor for Wall 18""x 30"" Inch set of 5 Mdf (FG...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/914xkKJHMQL._AC_UL320_.jpg,https://www.amazon.com/Casa-Rica-SUPPER-Painting-Hanging/dp/B0BXJ7PD3N/ref=sr_1_4143?qid=1679213496&s=kitchen&sr=1-4143,,
11809,Chumbak Women's Polyurethane Madagascar Tales Mini Wallet (Blue),accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71r2QSDcmsS._AC_UL320_.jpg,https://www.amazon.com/Chumbak-Polyurethane-Womens-Wallet-8907605105456/dp/B093Z7ZMZ3/ref=sr_1_11814?qid=1679144284&s=luggage&sr=1-11814,3.9,16
385,"Mars Artist's Arsenal Eyeshadow Palette 40gm | Long wearing and Easily Blendable Eye makeup Palette |Matte,Shimmery & Meta...",beauty & health,Make-up,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71mYdYhcxyL._AC_UL320_.jpg,https://www.amazon.com/Eyeshadow-Blendable-Shimmery-Metallic-Shade-01/dp/B0BR3FVK8F/ref=sr_1_4274?qid=1679215200&s=beauty&sr=1-4274,Get,FREE Delivery by Amazon
121,"Beauty of Joseon SPF 50 Relief Sun Cream, 50ml, Set of 1",beauty & health,Beauty & Grooming,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41N2y292qrL._AC_UL320_.jpg,https://www.amazon.com/Beauty-Joseon-Relief-Cream-50ml/dp/B09JVNZVH3/ref=sr_1_1418?qid=1679214954&s=beauty&sr=1-1418,4.3,202
8060,BIBA Printed Band Collar Straight Fit Womens Kurta,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/51dxL4qQlHL._AC_UL320_.jpg,https://www.amazon.com/BIBA-Printed-Collar-Straight-SEA_Green/dp/B09NP6SZRY/ref=sr_1_8117?qid=1679154424&s=apparel&sr=1-8117,4,11
2292,Bags n Beyond Large Multicolor Handbag Shoulder Bag For Women Office Purse With Wallet,accessories,Handbags & Clutches,https://m.media-amazon.com/images/I/61oWTBdvBzL._AC_UL320_.jpg,https://www.amazon.com/Bags-Beyond-Multicolor-Handbag-Wallet/dp/B0BS3WYLTN/ref=sr_1_2301?qid=1679158666&s=shoes&sr=1-2301,,
4840,Malabar Gold & Diamonds 18k (750) Yellow Gold and Solitaire Ring for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/7190+CB4I7L._AC_UL320_.jpg,https://www.amazon.com/Malabar-Gold-Diamonds-Yellow-Solitaire/dp/B08D3WJYLH/ref=sr_1_4849?qid=1679159407&s=jewelry&sr=1-4849,,
11219,VMart Men Checks Poly Cotton Spread Collar Formal,men's clothing,Shirts,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61kGmFD5asL._AC_UL320_.jpg,https://www.amazon.com/Checks-Cotton-Spread-Collar-Formal/dp/B09SHX69HW/ref=sr_1_11228?qid=1679141275&s=apparel&sr=1-11228,,
64,FARMINA N&D Prime - Chicken & Pomegranate- Grain Free - Cat Dry Food - Kitten- 1.5kg,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71xuRPMBHXL._AC_UL320_.jpg,https://www.amazon.com/Farmina-Grain-Chicken-Pomegranate-Kitten/dp/B01BTTPG4U/ref=sr_1_569?qid=1679214638&s=pet-supplies&sr=1-569,4.4,628
6448,"QemiQ Retail® -Mixer Grinder- ""Chutney Jar""- For - Food Processor brands ""BAJAJ/ INALSA/ MORPHY RICHARDS/ SINGER""- Fits BA...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/515XgyD553L._AC_UL320_.jpg,https://www.amazon.com/QemiQ-Retail%C2%AE-Grinder-Chutney-Jar/dp/B0BVBXPRFR/ref=sr_1_6473?qid=1679135956&s=appliances&sr=1-6473,,
12759,Peter England Men Yellow Backpack Free Size,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Nat7a5-zL._AC_UL320_.jpg,https://www.amazon.com/Peter-England-Men-Yellow-Backpack/dp/B09PVPVJ1F/ref=sr_1_12816?qid=1679144318&s=luggage&sr=1-12816,2.9,7
14356,elegant multicolored Velvet Bangles with molding bangles and ball chain linked bangle set for women and Girls,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/I/41n86Cc2q6L._AC_UL320_.jpg,https://www.amazon.com/elegant-multicolored-molding-bangles-linked/dp/B0BSLKNRSZ/ref=sr_1_14409?qid=1679160445&s=jewelry&sr=1-14409,,
4128,VAGHBHATT 1Pc Princess Tiara Headband Kid Girls Prom Silver Plated Crystal Rhinestone Crown | Bridal Wedding Party Hair Je...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51spnAYZi1L._AC_UL320_.jpg,https://www.amazon.com/VAGHBHATT-Princess-Headband-Rhinestone-Accessories/dp/B0BLZ7SVVR/ref=sr_1_4133?qid=1679160077&s=jewelry&sr=1-4133,,
9355,FEVER Men's Slim Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/71-lAFrxkmL._AC_UL320_.jpg,https://www.amazon.com/Fever-Mens-Jeans-211670-2-38_Dark-Blue/dp/B01EUNA1D8/ref=sr_1_9364?qid=1679142069&s=apparel&sr=1-9364,4,2
18245,THE CLOWNFISH Large Capacity Multifunction Business Casual Computer Laptop BackPack for 15.6 inch Laptops (Civic),accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81C8L+j4ksL._AC_UL320_.jpg,https://www.amazon.com/Clownfish-Capacity-Multifunction-Business-Physiological/dp/B0851ZYHDB/ref=sr_1_18298?qid=1679144497&s=luggage&sr=1-18298,4.1,85
4970,crocs Men's Kinsale Static Lace M Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91ib8DetmGL._AC_UL320_.jpg,https://www.amazon.com/crocs-Kinsale-White-Sneakers-M7-204734/dp/B01N0SUD1X/ref=sr_1_5027?qid=1679148798&s=shoes&sr=1-5027,3.9,188
482,Aura Caduceus Doctors Symbol Gift Keychain For Doctors Men Women Boys Girls Husband Light Weight Metal Keychain,bags & luggage,Travel Accessories,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61CQJF8KzfL._AC_UL320_.jpg,https://www.amazon.com/Aura-Caduceus-Doctors-Keychain-Husband/dp/B0BNJ3N8WL/ref=sr_1_4419?qid=1679219139&s=luggage&sr=1-4419,,
3191,Zivom® Leather Base Metal Bracelet for Men,accessories,Jewellery,https://m.media-amazon.com/images/I/6117LvqYKiL._AC_UL320_.jpg,https://www.amazon.com/jewelbox-Feather-Handcrafted-Stackable-Bracelet/dp/B07HF8G1R8/ref=sr_1_3200?qid=1679145258&s=jewelry&sr=1-3200,3.5,98
1390,Yellow Chimes Rings for Women Charming Dual Butterfly Ring Surgical Steel 18K Real Rose Gold Plated Ring for Girls and Women.,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/515HB1jSENL._AC_UL320_.jpg,https://www.amazon.com/Yellow-Chimes-Butterfly-Crystal-YCFJRG-283BTRF-RG/dp/B071GY7BSG/ref=sr_1_1399?qid=1679159975&s=jewelry&sr=1-1399,4.1,"1,191"
962,Auto Addict Car Rear Window Sunshades Dicky for Mahindra Thar New(2021-PRESENT),car & motorbike,Car Accessories,https://m.media-amazon.com/images/I/61z5EOy2KKL._AC_UL320_.jpg,https://www.amazon.com/Addict-Window-Sunshades-Mahindra-2021-PRESENT/dp/B0BPYGZ4YB/ref=sr_1_7179?qid=1679222011&s=automotive&sr=1-7179,Get,FREE Delivery by Amazon
8144,Rhyhorn Portable Humidifier Underwater Aroma Oil Diffuser USB Rechargeable Small Ultrasonic Air Purifier Submarine Humidif...,appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/I/41XEfvPSflL._AC_UL320_.jpg,https://www.amazon.com/Rhyhorn-Humidifier-Underwater-Rechargeable-Air/dp/B0BV6YB39S/ref=sr_1_8148?qid=1679135502&s=kitchen&sr=1-8148,Get,Only 2 left in stock.
12819,ZOUK Abstract Printed Women's Handcrafted Vegan Leather Casual Mini Shoulder Bag Multicolor,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HgUoCGaCL._AC_UL320_.jpg,https://www.amazon.com/ZOUK-Abstract-Handcrafted-Shoulder-Multicolor/dp/B0BQN3JZJV/ref=sr_1_12824?qid=1679159021&s=shoes&sr=1-12824,,
6386,future pro 1080p Full HD Two Way Audio 128G TF Card Slot Cloud Storage Wireless WiFi Indoor Security IP CCTV Camera (One Y...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/I/51roD4Okb3L._AC_UL320_.jpg,https://www.amazon.com/future-pro-Wireless-Security-Warranty/dp/B0BW8J7Q2M/ref=sr_1_6390?qid=1679132361&s=electronics&sr=1-6390,,
2183,Campus Men's Camp Karl Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61VaKebBZKL._AC_UL320_.jpg,https://www.amazon.com/Campus-Mens-Running-Shoes-India/dp/B0BHHPFM48/ref=sr_1_2192?qid=1679147264&s=shoes&sr=1-2192,5,2
12953,Yashika Womens Bandhani Print Georgette Saree With Blouse Piece,women's clothing,Clothing,https://m.media-amazon.com/images/I/71jFQJL1EdL._AC_UL320_.jpg,https://www.amazon.com/Yashika-Womens-Georgette-Unstitched-Blue_W_Blue/dp/B0BG8LRSN9/ref=sr_1_12962?qid=1679153209&s=apparel&sr=1-12962,3.7,22
9342,"Sonilex BT70 Bluetooth 5.0 Wireless Earphones Bluetooth Headphone, Magnetic Earbuds, A2DP Voice Compatible with Mic (Silve...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/514JKLXc4qL._AC_UL320_.jpg,https://www.amazon.com/Sonilex-Bluetooth-Earphones-Compatible-SL-BT-70-SILVER/dp/B099ZVNN59/ref=sr_1_9346?qid=1679129268&s=electronics&sr=1-9346,3.3,6
6385,"Nutts Air Portable 3 in 1 Conditioner Humidifier Purifier Mini Cooler Arctic Air Humidifier Purifier Mini Cooler, air Cool...",appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/I/41oCCefbGWL._AC_UL320_.jpg,https://www.amazon.com/Portable-Conditioner-Humidifier-Purifier-Coolers/dp/B0BW5JXBH3/ref=sr_1_6389?qid=1679134849&s=kitchen&sr=1-6389,,
5193,Hidesign Leather Unisex Card Case (brown),stores,Men's Fashion,https://m.media-amazon.com/images/I/71AO6eem9bL._AC_UL320_.jpg,https://www.amazon.com/Hidesign-Brown-325-Ch-Mens-Wallet/dp/B08BX5QBJ3/ref=sr_1_5198?qid=1679150907&s=apparel&sr=1-5198,4.4,11
6356,Van Heusen Antibacterial Cotton Stretch Boyshorts (Pack of 2) (Colors and Prints may vary),women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/81QmgzgC2WL._AC_UL320_.jpg,https://www.amazon.com/Van-Heusen-Womens-Boyshorts-22105_Assorted_L/dp/B07J58V67Y/ref=sr_1_6365?qid=1679155077&s=apparel&sr=1-6365,4,86
322,"R Enterprise Vastu Poster'' 7 Horses Running River beautiful Wall poster, Wall Painting, Home Decor, Office Decor Art (12 ...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61jhVf5wOcL._AC_UL320_.jpg,https://www.amazon.com/Enterprise-Poster-Running-beautiful-Painting/dp/B0BMZDVFVQ/ref=sr_1_2435?qid=1679213466&s=kitchen&sr=1-2435,5,1
7348,TAMAIRA FASHION Women's Plain Weave Pure Cotton Saree Without Blouse Piece,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/91+MKvo8RTL._AC_UL320_.jpg,https://www.amazon.com/TAMAIRA-FASHION-Womens-Cotton-Without/dp/B088MHMFZF/ref=sr_1_7401?qid=1679154397&s=apparel&sr=1-7401,3.7,292
12122,VILLAIN Genuine Black Leather Wallet for Men| Card Holder with Extra Spacious Compartments| Stylish & Minimal Look| RFID P...,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51ai2sfoUDL._AC_UL320_.jpg,https://www.amazon.com/VILLAIN-Spacious-Compartments-Protected-Boyfriend/dp/B09TBCWLRB/ref=sr_1_12131?qid=1679144297&s=luggage&sr=1-12131,4.7,103
17223,Women's Gold Printed Rayon Anarkali Kurti,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/71ELTmgVEVL._AC_UL320_.jpg,https://www.amazon.com/Womens-Printed-Rayon-Anarkali-Kurti/dp/B0B82SNYKL/ref=sr_1_17376?qid=1679154764&s=apparel&sr=1-17376,3.4,4
1468,chetanoring CAR WASH pump Black Rubber WASHER O Rings High Pressure Washer Hose packing ring for water pressure Aquatak/AQ...,appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/I/51TWTIBLWPL._AC_UL320_.jpg,https://www.amazon.com/chetanoring-Pressure-packing-Aquatak-pressure/dp/B089B5Y3D9/ref=sr_1_1472?qid=1679134555&s=kitchen&sr=1-1472,3.7,110
7997,Shopnet Wireless Bluetooth Speaker TG113 For Samsung Galaxy Core I8260 Ultra Boost Bass with DJ Sound Portable Home Speake...,"tv, audio & cameras",Speakers,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51uEPldT42L._AC_UL320_.jpg,https://www.amazon.com/Shopnet-Samsung-Galaxy-Core-I8260/dp/B0BY8SVHXX/ref=sr_1_8001?qid=1679129790&s=electronics&sr=1-8001,,
7493,LMDPRAJAPATIS 8.45 Carat 9.25 Ratti Certified August Birth Stone(Top AAA+) Quality Certified Unheated and Untreate Gemston...,accessories,Jewellery,https://m.media-amazon.com/images/I/61EQ5O1S9HL._AC_UL320_.jpg,https://www.amazon.com/LMDPRAJAPATIS-Certified-Unheated-Untreate-Gemstone/dp/B09VFSQ16X/ref=sr_1_7498?qid=1679145403&s=jewelry&sr=1-7498,,
2126,"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Color Display, Real Heart Rate Monitor, S...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61TLdNYN+DL._AC_UL320_.jpg,https://www.amazon.com/PTron-Force-Bluetooth-Smartwatch-Waterproof/dp/B0B53QLB9H/ref=sr_1_2129?qid=1679133785&s=electronics&sr=1-2129,3.2,"5,623"
6785,Jack & Jones Men's Regular T-Shirt,men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/I/518U6u3R9WL._AC_UL320_.jpg,https://www.amazon.com/Jack-Jones-Regular-T-Shirt-12200988_Lavender/dp/B09J4MDVWM/ref=sr_1_6794?qid=1679140173&s=apparel&sr=1-6794,4.6,3
5962,"i GEAR KeyBee Retro Typewriter Inspired 2.4GHz Wireless Keyboard and Mouse Set with USB Support, Single Nano Receiver, Rou...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/617MdqSNG6L._AC_UL320_.jpg,https://www.amazon.com/GEAR-Typewriter-Inspired-Wireless-Keyboard/dp/B08XQ999V3/ref=sr_1_5966?qid=1679134025&s=electronics&sr=1-5966,4.2,"1,295"
5477,"Paroxysm Mini WiFi Wireless CCTV Cemera in HD 720P Resolution | IP Home Security Camera | P2P Night Vision, IR Surveillanc...","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/31aot98g63L._AC_UL320_.jpg,https://www.amazon.com/Paroxysm-Wireless-Security-Surveillance-Supports/dp/B0B3VQWZRC/ref=sr_1_5481?qid=1679130239&s=electronics&sr=1-5481,3.1,26
213,Acnos Brand - A Digital Watch Shockproof Multi-Functional Automatic 5 Color Army Strap Waterproof Digital Sports Watch for...,stores,Men's Fashion,https://m.media-amazon.com/images/I/61wP1+eh4+S._AC_UL320_.jpg,https://www.amazon.com/Acnos-Brand-Shockproof-Multi-Functional-Waterproof/dp/B095YWP668/ref=sr_1_222?qid=1679150704&s=apparel&sr=1-222,4,788
14307,Vaibhav Jewellers 22KT Yellow Gold Pendant for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31I6t4JjIRL._AC_UL320_.jpg,https://www.amazon.com/Vaibhav-Jewellers-Yellow-Pendant-Women/dp/B07JZY8XVV/ref=sr_1_14312?qid=1679159755&s=jewelry&sr=1-14312,,
11450,"Men's Slim Fit Denim Mid Rise Stretchable Jeans (Military Green, 32)-PID42895",men's clothing,Jeans,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41a2ga4AYML._AC_UL320_.jpg,https://www.amazon.com/Denim-Stretchable-Jeans-Military-PID42895/dp/B0BXFB31J7/ref=sr_1_11459?qid=1679142163&s=apparel&sr=1-11459,,
920,"Samsung Galaxy M32 Prime Edition (Black, 6GB RAM, 128GB)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Jov18YvpL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Galaxy-Prime-Black-128GB/dp/B0BD4QR481/ref=sr_1_924?qid=1679133706&s=electronics&sr=1-924,4.1,"57,791"
10847,AUREX Analogue Men's Watch (Sky Blue Dial Silver Colored Strap),accessories,Watches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91UQZ1YNHgL._AC_UL320_.jpg,https://www.amazon.com/Aurex-Analog-Sky-Blue-Functioning-AX-GR138-SKYC/dp/B07DFHYZM2/ref=sr_1_10875?qid=1679156017&s=watches&sr=1-10875,3.6,7
3690,Amazon Brand - Eden & Ivy Women T-Shirt and Short Set,women's clothing,Clothing,https://m.media-amazon.com/images/I/71H0Rw16TQL._AC_UL320_.jpg,https://www.amazon.com/Amazon-Brand-Nightshirts-FWUTSTP01-GP-05_White-Pink_Medium/dp/B07S7QZQRG/ref=sr_1_3699?qid=1679152874&s=apparel&sr=1-3699,4.3,552
